text,label,app,date,char_length,word_count
payah di musim ujang kita di telantarkan perlu perbaikan sistim akan berdosa kalau ada pelangan IMERGENSI den pemotongan jasa driver sewenang2 sepihak terbaik kadang menjadi tidak bermanfaat bagi pelangan lelet pesan ya ku keluar aja,marah,Gojek,2026-03-28 18:54:24,233,35
Kasi 1 bintang aja dulu.mau download tpi ngga bisa🙁,sedih,TikTok,2022-10-14 01:33:02,51,9
"aplikasi rusak, upgrade gagal terus uang gak bisa dikirm, hapus aja",sedih,OVO,2026-05-14 16:38:23,67,11
"Buset nih aplikasi shopping bagus, tapi neglag terus, kirain ada gangguan pas coba beli lagi malah double mana nggak bisa dibatalin transaksi nya.",stres,Tokopedia,2026-01-26 13:15:54,146,23
gw udh pake 6tahun pake dana pas denger yg lain dapet dana cicil pdhl pengguna baru nyesek bgt knp akun dana gw gk muncul dana pinjam gila gk adil bgt payah,marah,DANA,2026-05-19 01:04:33,156,31
"sangat membantu saya untuk transaksi,trima kasih dana,",senang,DANA,2026-05-19 11:26:01,54,7
"saya suka dengan gratis ongkir dan diskon,, tapi kenapa sekarang harus ada iklan video otomatis putar saat membuka aplikasi shopee,, ini sangat menyebalkan,, saya kasih bintang 3. Tidak masalah dengan iklan video saat buka aplikasi tapi harusnya ada fitur on/off putar otomatis. Saat di tempat tertentu iseng buka aplikasi shopee tiba² ada suara kenceng dr iklan video kan jadi tidak nyaman.",marah,Shopee,2026-05-20 22:46:34,391,61
sudah seminggu dana instan gagal terus gk bisa di cairkan,sedih,DANA,2026-05-19 03:40:22,57,10
banyak penipuan tokonya payahhhh,marah,Tokopedia,2025-12-30 08:05:42,32,4
"5 menit lagi sampai, 10 menit ditunggu belum juga datang . perbaiki!",stres,Gojek,2026-03-25 20:41:49,68,12
Aplikasi ovo ini sangat² tidak berguna sering kali eror klau kita tidak sabar bisa bisa emosi kita dan hp jadi sasarannya jadi saya sarangkan dengan kawan² yg belum memakai apk ovo jangan lah dipakai apk Abal Abal ovo ini,marah,OVO,2026-02-05 04:32:39,221,39
"saya gax bisa masuk akun ovo,tolong bantu reset akun saya,nomor hp dan akun imel saya,di rese semua",marah,OVO,2026-01-30 00:49:51,99,17
Regulasi dan sistem sistemnya nggak banget merugikan pengguna sama driver,sedih,Gojek,2026-05-23 20:18:43,73,10
"balikin gak shopee kyak dulu lagiii!!!!!! dari pada bayar artis mahal"" yg habisin anggaran mending kasi voucher geratis ongkir ke pengguna, shope jg udh terkenal tapi sekarang lebih milih tktokshope sih good bayy gw uninstall",stres,Shopee,2026-05-24 16:50:40,225,35
gajelas selalu gagal pickup setiap beli,sedih,Tokopedia,2026-03-28 22:53:15,39,6
mantap sekalih,senang,Shopee,2026-05-19 10:52:15,14,2
pelayanan sangat memuaskan.cepat dan tanggap,senang,Tokopedia,2026-03-28 15:41:07,44,5
shope oke punya,netral,Shopee,2026-05-25 15:42:53,15,3
"4 dlu, baru download, tapi yakin pasti puas",senang,TikTok,2022-10-16 09:42:41,43,8
sangat puas belanja ditokoh ini selain murah kurirnya jg amanah semua,senang,Shopee,2026-05-21 16:03:59,69,11
Oke bagus bersih tidak bau bawanya juga baik,netral,Gojek,2026-04-25 14:36:24,44,8
order baru perdana ini semoga barang yang datang memuaskan,senang,Tokopedia,2026-04-11 09:57:27,58,9
udah gada gojek hematnya lagi:(,stres,Gojek,2026-04-16 15:21:16,31,5
"Aplikasi sok tau..mau ugrade ovo premiere,hp gw di bilang modifikasi, aplikasi tolol,hp gw bl dr baru, mangkanya gue ga pernah isiin saldo...",marah,OVO,2026-01-28 19:06:48,141,22
"kendala di aplikasi tiktok , adalah tidak semua lagu bisa dipakai , ntah di pengaturan apa gmna",stres,TikTok,2022-11-29 11:38:02,95,17
cacat mau verifikasi no wa GK dapat dapat kode udah di coba berkali-kali 👎mau ngambil uang refund padahal kecewa saran kalo GK mampu bikin apk yg kompeten GK ush bikin,sedih,Tokopedia,2026-04-03 15:59:28,167,30
"aplikasi ini sangatt membantu saya kapanpun dan dimanapunn, meski kdang dpat driver yg diemm terus sepanjang jalan, but it's okeyy.",netral,Gojek,2026-04-20 12:37:09,131,20
"lebih gampang dan gak ribet saya sangat menyukai,👍👍👍👍👍👍",stres,DANA,2026-05-25 07:20:37,55,8
"wahhhh.....payah ovo,sudah masukan kode verifikasi,sek tetep gagal AE. aplikasi ABAL"" ini parah banget,,,,",marah,OVO,2026-05-16 15:07:21,106,13
"ini juga, main bolak balok sudah skor 500, malah ada keterangan ""aktivitas tidak wajar"". kepala kamu gak wajar. ngasih uang receh 10 rupiah aja dipersulit. percuma update tapi kayak gini gak becus diperbaiki. saya main pakai otak saya sendiri gak pakai bot. main game udah jujur tapi disabotase terus",netral,Gojek,2026-05-20 18:52:55,300,49
OVO tidak 24 jam. beberapa kali transaksi gagal trus.. internet stabil HAPUS APLIKASI OVO,sedih,OVO,2026-02-14 02:25:07,89,14
"untuk beli obat di peribet harus chat dokter yh ada di tokpet,padahal saya sudah punya resep sendiri terus apotiknya gak bisa milih mau yg di kota yg sama.makin ribet aja.sumpah tolong lah fiturnya di perbarui",marah,Tokopedia,2026-04-03 20:13:45,209,35
makin ke versi gold mau belanja jadi agak kurang... ga dinlasih untuk pembayaran cod dan gratis ongkir.sekali ad gratis ongkir tapi untuk penanganan produk nya biaya nya hampir sama dgn harga barang.... sama aja ga ad gratis ongkir nya...,netral,Shopee,2026-05-19 23:18:02,238,39
sampah aplikasinya sering keluar sendiri,marah,OVO,2026-04-12 17:15:48,40,5
"rusak ini aplikasi, mau ganti nomor yg hilang tp gagal trus, katanya cuma sementara tp rasa permanen 😂",sedih,OVO,2026-01-14 07:01:15,102,18
"Beli pulsa ga masuk alias batal, uang di refund lama dan ga sesuai. Beli 51rb, di balikin 50rb, kalian korupsi 1rb/transaksi kebayang klo ada banyak org yg ngalamin kasus serupa, bsa dpt brapa tuh dr kalian nge gagalin transaksi doang. Kapok sumpah",sedih,Tokopedia,2026-01-15 00:14:09,248,42
sangat membantu dalam transaksi,senang,DANA,2026-05-29 16:39:30,31,4
"Sudah hampir 3 Bln Dana cicil saya tidak bisa dipakai, Tidak punya Tagihan, Limit Ada tapi di Smartpay Kosong, ANEH apk Dana sekarang ga Jelas",netral,DANA,2026-05-24 23:17:40,142,25
",tolong klaim/ajukan pengembalian di aktifkan sesuai dengan masa garansi produk yang di beli dan di semua jenis pembayaran ( tolong konsumennya di bantu)",netral,Shopee,2026-05-22 21:00:28,153,23
"buruk aplikasi pencuri top up saldo dana plus tapi saldo dana plus tidak masuk, sedangkan saldo utama sudah terpotong, dan transaksi juga berhasil tapi saldo dana plus tidak masuk uang hilang di curi aplikasi sendiri",senang,DANA,2026-05-19 10:43:58,216,35
Lumayan lah ya apk ini,netral,TikTok,2023-11-20 11:04:23,22,5
"Pengiriman dengan Spx tertunda sampai berapa kali, terasa sangat menyebalkan..!!!",marah,Shopee,2026-05-29 19:04:30,81,10
"Dana makin ke sini makin melempem parah banget,terlalu banyak eror. Kecewa dah!!! Parah men loading nya makin ngaco.",marah,DANA,2026-05-28 20:44:52,116,18
Sering bug chat tidak muncul. Versi web juga kadang eror. Begitu lapor CS jawabannya sangat tidak profesional dan langsung di end chat ketika saya counter argumen. Penurunan kualitas tidak seperti dulu 👎,marah,Tokopedia,2026-05-23 19:21:52,203,32
sering error koneksi. gagal bayar voucher hilang. pembayaran terakhir tidak muncul.,sedih,Tokopedia,2026-01-13 18:13:06,83,11
"ewalet yang sebentar lagi gukung tiker di tinggal pelanggan, ribet mau buka aja selalu eror",stres,OVO,2026-02-18 11:23:38,91,15
beli obat jadi ruwet,stres,Tokopedia,2026-05-23 10:24:33,20,4
"item komplit cuman aplikasi nya kadang suka tidak ada internet lah, sedang ada masalah lah, gak bisa inilah, transaksi gagal dibatalkan. padahal saya niatnya bayar pake dana entah kenapa tiba tiba berpindah ke bank dan transaksi nya tidak bisa dibatalkan dari aplikasi nya. sangat menggangu",sedih,Tokopedia,2026-03-23 11:16:47,290,45
toko pedia slalu yg terbaik👍,senang,Tokopedia,2026-02-01 19:53:12,28,5
suka banget sama shopee,senang,Shopee,2026-05-25 21:25:38,23,4
"saya sudah 7 tahun pakai ovo, baru kecewa banget, pembayaran di google play langsung terpotong, harusnya nunggu persetujuan saya walaupun udah langganan, biar pakai sandi",marah,OVO,2026-04-26 04:25:19,170,25
tolol iklan setiap saat..terganggu hidup saya...auto hapus,marah,Tokopedia,2026-04-28 23:16:56,58,7
aplikasi bodoh ini transfer saja susah banget,stres,OVO,2026-04-23 09:45:19,45,7
dulu suka pake aplikasi ini makin kesini biaya potongan top up makin gede potongan admin tuk beli token juga makin besar... padahal apa2 pake aplikasi ini😡😡,netral,OVO,2026-04-02 18:36:20,156,26
aplikasi sampah,marah,Shopee,2026-05-21 20:06:03,15,2
pesan 5x driver ga jalan semua,netral,Gojek,2026-05-16 21:07:15,30,6
"mantap, banyakin promonya",senang,Tokopedia,2026-04-05 14:17:10,25,3
gjls suru sering2 segala pdhl dari awal aman2 tp dipertengahan tb2 dsrh sering2 gabisa dibuka ah payah bgt sumpah gjls,marah,OVO,2026-01-21 06:50:16,118,20
Pelayan & respon mantaps,senang,Gojek,2026-03-31 11:42:01,24,4
makasih ya udah sangat membantu ke butuhkan sehari2 kami 👍🤝🎉🎇,senang,DANA,2026-05-27 23:00:58,61,10
"kenapa sekarang aplikasi shopee malah eror ,ada chat masuk jam 16,30,tapi chat nya dari penjual bisa ke baca jam 2 , malam ,tolong min di perbaiki ,kalo begitu yang mau belanja ,di toko kami ,jadi gagal min",sedih,Shopee,2026-05-25 03:04:31,206,37
"kembalikan fitur finance,kenapa lama banget,ovo lagi nyediain sesuatu padahal sudah beberapa bulan saya tunggu tetap saja kaya gitu,kembalikan saldo saya yang ada di finance",stres,OVO,2026-04-29 04:40:52,173,24
banyak bag terus kalo salh pencet pembayaran terus mau cari barang lagi mau di batalin kagak bisa gimana sih,stres,Tokopedia,2026-02-23 22:17:52,108,19
"Sengaja rate di apk pelanggan kalo di apk driver mana pernah di respon , sbg driver goride maps sangat membantu menjalankan order . Bulan lalu gopartner tidak menggunakan mapa google tapi maps internal buatan gojek sendiri dan ini banyak banget bug - nya . Seminggu ini terhitung 14 - 21 Mei maps hanya sinkron saat menjemput customer. Saat melakukan pengantaran maps tidak bisa sinkron dan hanya maps di apk driver yang bisa itupun tidak bisa zoom dan hanya warna alur orange kecil sesuai rute tujua",netral,Gojek,2026-05-21 20:16:19,500,85
"Kalian mengusir costuner kalian sendiri Tokped. Toko2 yg jd langganan saya di tokped pindah ke Shopee semua, apalagi kalau bukan karena kebijakan problematik yg harus disambung sama TokTok itu. Sungguh sangat bijak",stres,Tokopedia,2026-05-19 12:30:32,214,32
kecewa sekarang sering eror bayar dalam proses terus tapi saldo ke potong jadi gantung,sedih,OVO,2026-01-11 11:34:39,86,14
"gausa pake gojek lagi!! bunga pinjaman tinggi!! bunga denda juga gak ngotak, baru sehari telat kena lgsung 50rb kocak!!",stres,Gojek,2026-05-02 11:54:49,119,19
saya sedikit heran dengan layanan gojek saya dapat komplain dari salah satu driver mengatakan kalo rating akun gojek saya 4.15 padahal setiap kali saya order gojek... driver nya selalu saya kasih tip setiap perjalanan dan tip nya pun bukan harga kecil tapi selalu di atas 50 ribu. itupun setiap saya pesan driver tetapi saat saya pesan gofood malah di bilang rating saya 4.15,netral,Gojek,2026-04-16 18:03:58,375,63
"ajg memang komplan barang, mau bukti video harus ada ukuran file maximalminimal sekian. bukti video yang ukuran file nya lebih ga bisa. jadi rugi pembeli kalo begini mau komplan jadi dipersulit.",sedih,Tokopedia,2026-02-22 11:56:20,194,31
transaksi e-incoive rawan di bobol. saya sudah rugi 3.200.000 transaksi yang di alihakn ke e-invoice tokopedia atas nama pembayaran digital.,sedih,Tokopedia,2026-05-25 15:33:48,140,20
"saya tidak pernah memodifikasi perangkat saya dan kenapa saat saya isi saldo tiba tiba perangkat anda telah dimodifikasi, padahal sebelum diisi saldo normal aja loginnya. Tolong kepada pihak developer agar segera menyelesaikan permasalahan ini tanpa harus mereset data hp yg membuat makin lama kerjanya",marah,OVO,2026-05-13 08:30:07,302,44
tolong di perbàiki untuk masalàh BuG….…,stres,DANA,2026-05-28 10:10:34,39,6
pokoknya mantap,senang,Shopee,2026-05-29 18:59:46,15,2
"kenapa tidak bisa di gunakan lagi DANA CICIL Saya, Nungguin sudah melebihi 60hari saya sudah asalan transaksinya kurang lebih banyak iyaa sudah semua tidak bisa juga lama lama tambah rumit kecewa saya. ohhh ya 1.lgi jngan pernah ngasih harapan kalo cuman hoax kasian orang yang lebih membutuhkan sudah di jalanin persyaratannya ujung ujungnya tidak bisa di gunakan terus apa untungnya GK jelas tangannya",sedih,DANA,2026-05-17 22:33:01,403,63
"akhir2 ini tokped banyak mengecewakan, pesan same day bahkan instant tetap aja datangnya 1 hari lewat. kita ngk butuh diganti sama poin2 hiburan, kita butuh yg cepet.",marah,Tokopedia,2026-03-28 16:17:11,166,27
berkali2 ekspedisi jnt lambat mengantarkan pesanan. pesanan sy udh bayar belum juga sampai. alasannya overload. Toped jangan pake jnt lagi. lama2 customer lari ke e-commerce lain. sdh banyak yg komplain ga di tanggapi.,stres,Tokopedia,2026-05-08 18:06:21,218,33
"aplikasi jelek ,gagal terus",sedih,OVO,2026-03-22 01:47:57,27,4
"makin kesini makin ribet.. orang mau daftar pake acara verifikasi ke whatsapp. SMS MASIH BISA DI PAKE WOY.. GA SEMUA ORANG PAKE ATAU ADA APLIKASI WA DI HP NYA. TAPI SEMUA HP ADA APLIKASI PESAN DI HP. LAMA2 KAYA PEMERINTAH LO, MEMPERSULIT HAL YANG MUDAH, PADAHAL KALAU USER BERTAMBAH LO JUGA UNTUNG. MENDING HAPUS TU VERIFIKASI PAS DAFTAR DANA",stres,DANA,2026-05-23 12:39:27,342,59
"gimana ini, tak ada kontak masuk baik SMS atau telpon ke pelanggan tiba"" dari kurir mengatakan pengiriman pertama gagal akan di kirim ulang. padahal gak ada berita apapun.",sedih,Tokopedia,2025-12-31 14:41:43,171,28
aplikasi kasih sampah GK bisa verikasi anehh,marah,OVO,2026-01-25 16:47:10,44,7
"bobrok.. apalagi CSnya.. beli barang dari kapan sampe skrng ngga dikirim 🤣 jangan heran kalo komplain kalian banyak di ig daripada yang ngelike postingan.. apa ? dana refund di tahan, barang ga sampe, tarik saldo ditahan 🤣",stres,Tokopedia,2026-04-11 06:51:38,222,37
Mantap......,senang,TikTok,2022-04-05 18:42:43,12,1
Baru download tp error ga ke buka aplikasinya,sedih,Tokopedia,2026-04-01 10:10:02,45,8
Kenapa sekarang pas mau bikin vidio efek nya nggk bisa malah item dan ngeleg lagi😭😭😭,stres,TikTok,2025-03-18 09:52:09,84,15
"apk terburuk . nyesel pakai . top up ribet mahal ,lama . kualitas gak sebanding dengan admin .👎🏼👎🏼👎🏼👎🏼👎🏼",sedih,OVO,2026-04-19 05:29:16,104,18
"sy customer Tokopedia plus,customer aktif pula, sudah hampir 1 bulan ini kehilangan fitur free ongkir, sdh hub Tokopedia care sampe dapet no tiket komplain berkali-kali tetep tdk ada penyelesaian srh menunggu menunggu menunggu tidak ada kepastian ,tidak ada call center jg untuk aplikasi segede itu, bonus cashback jg tiba2 hilang , aaahhhh keceewaaaaaaaaaa bangeetttttt",sedih,Tokopedia,2026-04-07 05:01:35,370,54
"aplikasi tolol, UNTUK TERHUBUNG DENGAN LIVE AGEN AJA SUSAH BANGET. INI BENERAN ADA AGENNYA ATAU CUMA DIBALAS BOT!!!!!!!",marah,Shopee,2026-05-17 12:04:03,119,18
jujur sekarang kecewa sama gojek susah banget buat dapet driver gofood harus nunggu lama jga kalo dibatalin barusan pesen gofood ga dapet driver 3 kali berturut turut,sedih,Gojek,2026-03-24 18:20:37,166,27
"ovo busuk banget,saldo Rp.50k gak bisa dipake transaksi & selalu gagal kalau gak transaksi di OVO langsung, beli pulsa gagal dan Qris apa lagi",sedih,OVO,2026-03-04 13:04:40,142,24
"bikin malu, pas mau bayar aplikasi gak bisa dibuka, nunggu loading lama, sampe antrian panjang, kayaknya selamat tinggal nih.",stres,OVO,2026-01-17 15:10:37,125,19
"pembayaran pakai QRIS ovo sangat mengecewakan,saldo terpotong hilang sia2.respon CS juga mengecewakan padahal sudah melampirkan bukti screenshoot.",marah,OVO,2026-01-16 22:39:45,146,17
Gk bisa di buka...setiap di klik kembali lagi,stres,TikTok,2026-05-10 20:35:11,45,8
"Tokopedia makin kesini makin aneh, penarikan dana yg biasanya cepet ini malah jd lambat ga masuk² tolong dong kasi solusinya ato diperbaiki gimana saya sangat butuh sekali uangnya!!",netral,Tokopedia,2026-01-06 15:59:54,181,28
saya sudah kehilangan saldo 3x senilai 1jt200,sedih,DANA,2026-05-29 03:01:02,45,7
"Setelah upgrade, malah fitur pesan jadi di persulit 😔 terus ketika mau searching gak bisa, dengan alasan ubah kata kunci ...!!! lama"" payah nih tokped",marah,Tokopedia,2025-12-27 19:13:36,150,25
aplikasi terjelek di dunia....mau bayar jha di persulit ydah tahu hp ny ilang disruh masukin email ma no yg terdaftar kan bego...kalo ketemu sam tim ahli shopee nih dah gua gampar mulutnya... mending gak usah download aplikasi murahan kyk shopee...taik,sedih,Shopee,2026-05-29 12:54:23,252,40
pelayanan driver Go car nya ramah.. mobil nya bersih dan nyaman... jika duduk di kursi depan selalu diingatkan untuk pakai sabuk pengaman...banyak promo harga... sangat terjangkau...puas banget... pokoknya Siip...mau kemana mana selalu ingat Gojek... dan jika pesan gojek responnya cepat...meskipun jarak nya sangat dekat driver motor selalu menawarkan untuk pakai helm.pelindung kepala... Terimakasih Gojek🤍🤍🤍🤍🤍 ⭐⭐⭐⭐⭐🥰🥰🥰🥰🥰👍👍👍👍👍💙💙💙💙💙🙏🙏🙏🙏🙏🌹🌹🌹🌹🌹❤️❤️❤️❤️❤️🫶🫶🫶🫶🫶....,senang,Gojek,2026-05-06 06:14:07,462,55
cmn beberapa x cancel barang langsung d blokir COD nya APLIKASI Payahh👎,marah,Shopee,2026-05-25 11:41:32,71,12
"Hadeuhhhh,,, Aplikasi macam apa ini, cuma punya 1 akun shopee,, hp gak d apa2in, tapi tiap transaksi pake voucher suka d batalin otomatis oleh shopee dengan alasan aktifitas yg tidak wajar, aneh nih shopee,, harus d perbaiki sistem nya,",netral,Shopee,2026-05-20 18:42:43,236,39
"kalo bukan terpaksa karna saya driver grab ga mau pakai ovo.hari ini topup saldo ovo dari dompet tunai grab saldo tidak masuk di riwayat ada transaksi berhasil tapi saldo tidak bertambah.tidak ada live chat dengan cs,kirim laporan lama ditangani nya. ini bukan pertama kali nya masalah pada transaksi,2 hari yang lalu sisa saldo di ovo tiba2 0 padahal tidak ada riwayat transaksi apapun, sebelum nya juga pernah isi pulsa tidak masuk padahal transaksi berhasil. kalau ada bintang minus sy beri minus",senang,OVO,2026-01-11 06:54:39,499,81
aku tidak bisa Menganti nomor hp diakun tokopedia.gara gara bug ini aku nggak bisa mengaktifkan Gopay ku.aku ingin refund uangtapi tidak bisa.setiap kali mau tukar nomor HP pasti selalu dibawa ke beranda.,stres,Tokopedia,2026-05-10 11:51:30,204,32
"tidak ada respon dan lama, sekali cancel harga naik tidak wajar",netral,Gojek,2026-04-05 19:15:27,63,11
"ni dan lagi error ya, masuk pusat bantuanya loding aja setaun gak kelar2 ampe batre di cas 100x",stres,DANA,2026-05-22 02:54:09,95,18
"lemot minta ampun, susah masuk",stres,OVO,2026-02-18 11:49:32,30,5
trimah kasih sangat membantu,senang,DANA,2026-05-23 07:23:02,28,4
shopee makin lumayan dalam pelayanannya 👍,netral,Shopee,2026-05-28 21:05:07,41,6
TOLONG YA DATA SY JGN DI SALAH GUNAKAN.SY UPGRADE OVO SUPER BANK SUDAH BEBERAPA X DAN YG KESEKIAN X NY GAGAL TRUS TOLONG JGN DI SALAH GUNAKAN YA DATA SY,sedih,OVO,2026-02-01 18:12:36,152,30
"Jangan ragu Pokoknya mantap banget lah,oke banget .pengiriman cepat barang sesuai deskripsi...trmksh shopee",netral,Shopee,2026-05-17 12:02:24,107,13
"pokok saya suka /puas sama shopee , mudah dalam berbelanja apapun mksih ya",senang,Shopee,2026-05-17 01:06:30,74,13
"aplikasi gk jelas, eror mulu, gk bisa masuk alasanya jaringan, padahal jaringan bagus, sampah,",marah,OVO,2026-02-17 10:33:08,94,14
TDK sesuai dgn apa yg di unggulkan saya beli barang 2 kali dah dibayar proses sangat lambat,netral,Tokopedia,2026-03-01 10:46:32,91,17
apa nih orang baru download ko langsung dikasih harga normal gak kayak di shopee baru download langsung dikasih harga murah(4000 semua)ini engga😠,sedih,Tokopedia,2026-04-18 11:54:01,145,22
sangat membantu 👍👍,senang,DANA,2026-05-28 17:23:35,18,3
sangat puas dan aman,senang,DANA,2026-05-21 16:39:14,20,4
"Aplikasi tiktok sangat menghibur saya suka sekali, terima kasih tiktok",senang,TikTok,2022-06-22 00:20:25,70,10
Jualan di Shopee rugi... Barang gada uang gada,sedih,Shopee,2026-05-27 18:19:56,46,8
"sudah ada perubahan ovo skrg,ga ribet lagi respon bagus dan cepat",stres,OVO,2026-01-31 00:32:08,65,11
trimakasih 👍👍👍,senang,DANA,2026-05-17 18:05:26,14,2
mengapa sy tidak bisa ferivikasi setelah download aplikasi ini.,sedih,OVO,2026-03-13 19:33:46,63,9
agak lelet,stres,OVO,2026-01-11 06:16:19,10,2
bagus mantap beli di Shopee,senang,Shopee,2026-05-27 08:50:49,27,5
update melulu tambah lemot,stres,OVO,2026-02-03 14:23:20,26,4
"sebenarnya sudah nyaman pake aplikasi tokped, namun makin kesini apk tokped makin berat, untuk membuka apknya aja memerlukan waktu lama, terkadang force close, dan juga pada saat pilih barang atau tekan ini itu terasa lamban, bahkan tidak merespon sama sekali padahal sinyal wifi full kecepatan juga lancar untuk aplikasi yang lain, kebanyakan update jadi makin tidak jelas, terpaksa saya UNINSTAL.",stres,Tokopedia,2026-03-14 17:18:13,398,60
"Makin kesini makin lemot ini aplikasi dana beratnya minta ampun, kadang suka tiba"" kaluar sendiri kalo sudah buka aplikasinya ..",stres,DANA,2026-05-18 19:51:41,128,20
lumayan menyenangkan dengan aplikasi ini bisa pilih barang sesuai keinginan tanpa harus capek² jalan☺️ semoga semakin bagus dan meningkat aplikasi nya,netral,Shopee,2026-05-29 17:42:54,150,21
sangat senang,senang,Gojek,2026-05-02 22:05:05,13,2
bug dalam check out masih blm di perbaikin padahal pasword email saya sudah saya ganti dan masukan dengan benar pas login kenapa masih di blg password salah tolong di perbaikin,stres,Tokopedia,2026-01-09 08:28:36,176,30
ovo payah gak bisa dibuka walau udah update untung gak simpan byk uang disini bagusan dana🤪,marah,OVO,2026-01-19 15:27:00,91,16
pengiriman cepat deskripsi produk sesuai,netral,Shopee,2026-05-22 16:31:37,40,5
sekarang makin lama banget nunggunya bener2 bikin nguras kesabaran.. udah lama2 nunggu trnyata resto tutup atau g dapat driver.. JD makin sedih pokoknya..,sedih,Gojek,2026-03-24 21:26:09,154,23
"sangat membantu di jam kerja yg super sibuk,thank",senang,Shopee,2026-05-25 23:27:38,49,8
pesan di sini bukan nya nyampai malah balik lagi siapa,stres,Tokopedia,2026-03-10 17:57:52,54,10
"Aplikasi memudahkan belanja/racun mata tingkatkan & pertahankan kwalitas, kepuasan belanja disini",senang,Shopee,2026-05-23 16:15:13,97,11
Ga akan lagi pakai ovo sebagai pocket wallet. aplikasi sering eror. historical transaksi waktu d buka jg suka eror. kapok pokokny.,stres,OVO,2026-01-13 14:20:31,130,21
"aku yang user shoope nyoba tokped, baru install malah ngak bisa pesan barang apapun. terjadi kesalahan pada server mulu . Ngak jadi pake tokped deh uninstall",marah,Tokopedia,2026-05-21 21:47:38,157,26
Kalo mau ngasih hadiah tuh kasih info yang lengkap dong jadinya saya merasa di tipu. Voucher 800k kirain beneran ternyata malah dibagi2 lagi jadi beberapa. Tau gitu ga bakal belanja. Mau dibatalkan ga bisa sama tokonya,stres,Tokopedia,2026-02-20 10:14:18,218,36
"aplikasi berat notif banyak, kirim foto ke chat kurir malah enggak kekirim, malah kekirim pas sudah datang kurir nya(sempet salah rumah lagi) gara² foto nya enggak kekirim. pokok lemot dan berat bgt",stres,Shopee,2026-05-25 22:05:00,198,32
"Saya mengalami kendala tidak bisa login ke akun dana saya, Tertulis bahwasanya akun saya di tangguhkan. Tetapi, ketika login di device yang lain akun dana saya bisa login. Hanya di device ini yang tidak bisa login ke akun dana saya. Perbaiki masalah ini baru saya kasih bintang 5. Terimakasih",senang,DANA,2026-05-27 14:02:04,292,49
Alhamdulillah terbantu🙏,senang,DANA,2026-05-28 19:17:39,23,2
"masa mau batalin karena ga dapat driver aja harus nunggu sampe 40 menit, mana perut dah lapar keburu emosi",marah,Gojek,2026-05-24 19:30:15,106,19
"AGAK KECEWA, KARENA PENANGANAN PENGEMBALIAN DANA LAMA, PADAHAL NOMOR BANK UDAH BETUL DAN NAMA PUNYA SAYA, UDAH SAYA CHAT CS, NAMUN JAWABAN ITU² AJA, SAYA TUNGGU DUIT SAYA KEMBALI",sedih,Tokopedia,2026-01-26 21:54:59,178,29
"kak, malam ini tgl 22/4/2026 pukul 23.26 aku baru aja top up 10jt ke ovo. knp di saldonya 0 sedangkan proses top up aku berhasil",senang,OVO,2026-04-22 23:44:31,128,25
puas berbelanja di shope,senang,Shopee,2026-05-20 19:52:48,24,4
"aplikasi gak guna,,mau upgreade ke premier aja susahnya minta ampun,,apalagi kedepannya hadehh,,gua kecewaa bngett.",sedih,OVO,2026-03-03 22:08:37,115,14
belanja di Shopee sangat membantu tanpa harus bepergian untuk belanja cukup dari rumah saja sambil rebahan suda bisa belanja apa saja Shopee emeng mantul👍👍👍,senang,Shopee,2026-05-19 17:58:48,156,24
"udah brapa kali nih terulang sama shopee, barang ku g nyampe tapi si kurir kirim bukti foto palsu, barangku g nyampe samsek, mana barang mahal, tolong tuh kurir shopee dan jne seleksi lagi. mana pengajuan penegmbalian juga sulit g berhasil2, dah muak banget kadang pake ni apk",senang,Shopee,2026-05-29 21:05:29,276,47
sangat membantu untuk berbelanja online,senang,Shopee,2026-05-22 06:57:42,39,5
"Bagus lumayan lah kalau cuma buwat hiburan,dan bisa abdet untuk berita2 terbaru",netral,TikTok,2023-04-25 17:08:16,79,12
"saya ada keluhan pada dana, tapi tanggapan nya jelek sekali ! sama sekali tidak membantu, saya di suruh jelasin keluhan saya, giliran saya jelasin malah ngga jelas, gimana dong ? saya udah bolak balik, sama aja pelayanannya buruk !",netral,DANA,2026-05-19 18:35:32,231,39
"Aplikasi Yang Bagus Sangat Mudah Digunakan, Dan Juga Sangat Membantu Dalam Mengunakan Transportasi...",senang,Gojek,2026-05-01 03:44:16,101,13
"jangan pernah simpen uang lagi di ovo karna uang saya tiba' di alihkan ke apk lain dan itu tampa persetujuan saya,terus saya sudah lapor untuk uang di kembali kan dan skrng uangnya tidak di kembali' kan.",stres,OVO,2026-01-13 03:09:04,203,36
dari kmrn udh donlod apk inih dah beberapa x tak hapus lg karna mau masukin no hp gbsa bisa trs ini aku cba lg smga untuk x inih dah normal apk nya,netral,OVO,2026-02-25 08:54:24,147,32
ada gratis biaya transfer 10x ini cukup membantu,netral,DANA,2026-05-24 08:22:31,48,8
"Smoga sukses n Sistem tolong di Rubah untuk Promo & Voucher khusus Coustumer or Pengguna Aplikasi Go-Jek Pelanggan,untuk Pemesanan or Orderan jngn terlalu Kelamaan untuk Mendapatkan Driver or pun untuk Pengantaran dri Driver. Spaya Mempermudah & Melancarkan untuk Pemesanan dri Aplikasi Go-jek. Trimakasih...",senang,Gojek,2026-04-01 03:50:02,308,43
biaya admin nya mahal pantesan ga banyak yg pake nyesel bgt download ovo,sedih,OVO,2026-04-05 22:44:30,72,13
